elapsed_s,value,temp,kind
246.926,5555488,32.8,raw
246.996,5555493,32.8,raw
247.192,5555497,32.8,raw
247.265,5555501,32.8,raw
247.459,5555503,32.8,raw
247.529,5555503,32.8,raw
247.723,5555502,32.8,raw
247.793,5555500,32.8,raw
247.987,5555498,32.8,raw
248.059,5555498,32.8,raw
248.255,5555498,32.8,raw
248.325,5555498,32.8,raw
248.519,5555498,32.8,raw
248.588,5555499,32.8,raw
248.783,5555502,32.8,raw
248.853,5555506,32.8,raw
249.049,5555510,32.8,raw
249.121,5555516,32.8,raw
249.315,5555523,32.8,raw
249.386,5555530,32.8,raw
249.580,5555539,32.8,raw
249.649,5555547,32.8,raw
249.843,5555553,32.8,raw
249.916,5555557,32.8,raw
250.112,5555560,32.8,raw
250.182,5555562,32.8,raw
250.376,5555564,32.8,raw
250.445,5555568,32.8,raw
250.640,5555572,32.8,raw
250.709,5555576,32.8,raw
250.907,5555578,32.8,raw
250.979,5555579,32.8,raw
251.173,5555581,32.8,raw
251.242,5555583,32.8,raw
251.437,5555584,32.8,raw
251.506,5555586,32.8,raw
251.700,5555587,32.8,raw
251.773,5555587,32.8,raw
251.969,5555587,32.8,raw
252.039,5555587,32.8,raw
252.233,5555584,32.8,raw
252.303,5555578,32.8,raw
252.497,5555570,32.8,raw
252.567,5555561,32.8,raw
252.763,5555552,32.8,raw
252.836,5555544,32.8,raw
253.029,5555537,32.8,raw
253.099,5555530,32.8,raw
253.293,5555524,32.8,raw
253.363,5555518,32.8,raw
253.557,5555512,32.8,raw
253.629,5555504,32.8,raw
253.826,5555497,32.8,raw
253.896,5555490,32.8,raw
254.090,5555484,32.8,raw
254.159,5555478,32.8,raw
254.354,5555475,32.8,raw
254.424,5555473,32.8,raw
254.621,5555469,32.8,raw
254.692,5555464,32.8,raw
254.886,5555459,32.8,raw
254.957,5555453,32.8,raw
255.150,5555447,32.8,raw
255.220,5555442,32.8,raw
255.413,5555440,32.8,raw
255.487,5555439,32.8,raw
255.683,5555439,32.8,raw
255.753,5555440,32.8,raw
255.947,5555443,32.8,raw
256.017,5555447,32.8,raw
256.211,5555451,32.8,raw
256.280,5555454,32.8,raw
256.478,5555457,32.8,raw
256.549,5555461,32.8,raw
256.743,5555464,32.8,raw
256.813,5555464,32.8,raw
257.007,5555457,32.8,raw
257.077,5555441,32.8,raw
257.271,5555422,32.8,raw
257.344,5555404,32.8,raw
257.540,5555391,32.8,raw
257.610,5555384,32.8,raw
257.803,5555382,32.8,raw
257.873,5555385,32.8,raw
258.067,5555390,32.8,raw
258.137,5555397,32.8,raw
258.334,5555407,32.8,raw
258.406,5555419,32.8,raw
258.600,5555428,32.8,raw
258.670,5555437,32.8,raw
258.863,5555444,32.8,raw
258.933,5555449,32.8,raw
259.127,5555455,32.8,raw
259.201,5555459,32.8,raw
259.396,5555464,32.8,raw
259.466,5555471,32.8,raw
259.660,5555476,32.8,raw
259.730,5555477,32.8,raw
259.924,5555477,32.8,raw
259.994,5555477,32.8,raw
260.191,5555476,32.8,raw
260.262,5555475,32.8,raw
260.457,5555474,32.8,raw
260.527,5555477,32.8,raw
260.720,5555482,32.8,raw
260.790,5555486,32.8,raw
260.985,5555491,32.8,raw
261.058,5555500,32.8,raw
261.253,5555514,32.8,raw
261.323,5555535,32.8,raw
261.517,5555561,32.8,raw
261.587,5555587,32.8,raw
261.781,5555608,32.8,raw
261.851,5555624,32.8,raw
262.048,5555637,32.8,raw
262.120,5555646,32.8,raw
262.314,5555654,32.8,raw
262.383,5555660,32.8,raw
262.578,5555664,32.8,raw
262.647,5555667,32.8,raw
262.841,5555673,32.8,raw
262.914,5555681,32.8,raw
263.110,5555693,32.8,raw
263.180,5555708,32.8,raw
263.374,5555720,32.8,raw
263.443,5555730,32.8,raw
263.637,5555737,32.8,raw
263.708,5555739,32.8,raw
263.904,5555739,32.8,raw
263.977,5555739,32.8,raw
264.171,5555740,32.8,raw
264.241,5555743,32.8,raw
264.434,5555747,32.8,raw
264.505,5555753,32.8,raw
264.698,5555761,32.8,raw
264.772,5555768,32.8,raw
264.966,5555773,32.8,raw
265.037,5555779,32.8,raw
265.231,5555783,32.8,raw
265.301,5555785,32.8,raw
265.495,5555785,32.8,raw
265.565,5555788,32.8,raw
265.762,5555791,32.8,raw
265.833,5555796,32.8,raw
266.028,5555802,32.8,raw
266.097,5555809,32.8,raw
266.291,5555816,32.8,raw
266.362,5555821,32.8,raw
266.555,5555824,32.8,raw
266.627,5555826,32.8,raw
266.823,5555827,32.8,raw
266.894,5555827,32.8,raw
267.087,5555826,32.8,raw
267.158,5555823,32.8,raw
267.352,5555821,32.8,raw
267.422,5555821,32.8,raw
267.618,5555823,32.8,raw
267.690,5555826,32.8,raw
267.884,5555830,32.8,raw
267.955,5555835,32.8,raw
268.148,5555841,32.8,raw
268.218,5555846,32.8,raw
268.412,5555849,32.8,raw
268.485,5555852,32.8,raw
268.681,5555853,32.8,raw
268.750,5555851,32.8,raw
268.943,5555846,32.8,raw
269.015,5555839,32.8,raw
269.209,5555831,32.8,raw
269.278,5555823,32.8,raw
269.476,5555817,32.8,raw
269.547,5555815,32.8,raw
269.741,5555816,32.8,raw
269.811,5555817,32.8,raw
270.005,5555818,32.8,raw
270.075,5555817,32.8,raw
270.269,5555813,32.8,raw
270.342,5555807,32.8,raw
270.538,5555799,32.8,raw
270.609,5555792,32.8,raw
270.802,5555787,32.8,raw
270.871,5555782,32.8,raw
271.065,5555779,32.8,raw
271.135,5555777,32.8,raw
271.332,5555774,32.8,raw
271.403,5555770,32.8,raw
271.598,5555764,32.8,raw
271.668,5555753,32.8,raw
271.862,5555740,32.8,raw
271.932,5555728,32.8,raw
272.126,5555717,32.8,raw
272.199,5555706,32.8,raw
272.394,5555698,32.8,raw
272.465,5555693,32.8,raw
272.659,5555691,32.8,raw
272.728,5555691,32.8,raw
272.922,5555692,32.8,raw
272.992,5555695,32.8,raw
273.189,5555699,32.8,raw
273.261,5555702,32.8,raw
273.455,5555705,32.8,raw
273.525,5555707,32.8,raw
273.719,5555708,32.8,raw
273.789,5555703,32.8,raw
273.982,5555697,32.8,raw
274.056,5555684,32.8,raw
274.251,5555667,32.8,raw
274.322,5555649,32.8,raw
274.515,5555635,32.8,raw
274.585,5555624,32.8,raw
274.779,5555618,32.8,raw
274.849,5555615,32.8,raw
275.046,5555614,32.8,raw
275.118,5555614,32.8,raw
275.311,5555614,32.8,raw
275.381,5555613,32.8,raw
275.576,5555611,32.8,raw
275.645,5555611,32.8,raw
275.840,5555609,32.8,raw
275.912,5555609,32.8,raw
276.108,5555611,32.8,raw
276.178,5555614,32.8,raw
276.371,5555619,32.8,raw
276.442,5555625,32.8,raw
276.636,5555630,32.8,raw
276.706,5555634,32.8,raw
276.903,5555638,32.8,raw
276.975,5555641,32.8,raw
277.168,5555645,32.8,raw
277.239,5555649,32.8,raw
277.432,5555654,32.8,raw
277.503,5555661,32.8,raw
277.696,5555670,32.8,raw
277.769,5555680,32.8,raw
277.965,5555691,32.8,raw
278.035,5555706,32.8,raw
278.229,5555722,32.8,raw
278.299,5555743,32.8,raw
278.493,5555768,32.8,raw
278.563,5555793,32.8,raw
278.759,5555814,32.8,raw
278.832,5555833,32.8,raw
279.026,5555848,32.8,raw
279.096,5555860,32.8,raw
279.289,5555868,32.8,raw
279.359,5555875,32.8,raw
279.554,5555882,32.8,raw
279.626,5555890,32.8,raw
279.822,5555896,32.8,raw
279.891,5555900,32.8,raw
280.086,5555903,32.8,raw
280.156,5555905,32.8,raw
280.350,5555906,32.8,raw
280.420,5555906,32.8,raw
280.617,5555905,32.8,raw
280.689,5555903,32.8,raw
280.883,5555900,32.8,raw
280.953,5555896,32.8,raw
281.146,5555891,32.8,raw
281.216,5555886,32.8,raw
281.410,5555879,32.8,raw
281.483,5555871,32.8,raw
281.679,5555863,32.8,raw
281.749,5555854,32.8,raw
281.943,5555845,32.8,raw
282.012,5555835,32.8,raw
282.207,5555826,32.8,raw
282.276,5555820,32.8,raw
282.474,5555813,32.8,raw
282.545,5555806,32.8,raw
282.740,5555800,32.8,raw
282.809,5555795,32.8,raw
283.003,5555792,32.8,raw
283.073,5555789,32.8,raw
283.267,5555787,32.8,raw
283.340,5555784,32.8,raw
283.535,5555780,32.8,raw
283.606,5555775,32.8,raw
283.800,5555764,32.8,raw
283.870,5555731,32.8,raw
284.064,5555684,32.8,raw
284.133,5555619,32.8,raw
284.330,5555541,32.8,raw
284.402,5555462,32.8,raw
284.596,5555382,32.8,raw
284.665,5555310,32.8,raw
284.860,5555256,32.8,raw
284.930,5555216,32.8,raw
285.124,5555187,32.8,raw
285.196,5555168,32.8,raw
285.393,5555155,32.8,raw
285.463,5555145,32.8,raw
285.657,5555140,32.8,raw
285.726,5555139,32.8,raw
285.920,5555138,32.8,raw
285.990,5555137,32.8,raw
286.187,5555135,32.8,raw
286.259,5555133,32.8,raw
286.453,5555128,32.8,raw
286.522,5555117,32.8,raw
286.717,5555095,32.8,raw
286.786,5555065,32.8,raw
286.980,5555026,32.8,raw
287.053,5554982,32.8,raw
287.249,5554933,32.8,raw
287.319,5554886,32.8,raw
287.514,5554843,32.8,raw
287.583,5554805,32.8,raw
287.777,5554774,32.8,raw
287.847,5554749,32.8,raw
288.044,5554733,32.8,raw
288.116,5554740,32.8,raw
288.310,5554763,32.8,raw
288.379,5554806,32.8,raw
288.574,5554863,32.8,raw
288.643,5554922,32.8,raw
288.837,5554982,32.8,raw
288.910,5555039,32.8,raw
289.107,5555081,32.8,raw
289.176,5555111,32.8,raw
289.370,5555133,32.8,raw
289.440,5555148,32.8,raw
289.634,5555159,32.8,raw
289.704,5555166,32.8,raw
289.901,5555170,32.8,raw
289.973,5555170,32.8,raw
290.166,5555170,32.8,raw
290.236,5555169,32.8,raw
290.430,5555167,32.8,raw
290.500,5555166,32.8,raw
290.695,5555166,32.8,raw
290.767,5555173,32.8,raw
290.963,5555191,32.8,raw
291.033,5555217,32.8,raw
291.227,5555250,32.8,raw
291.297,5555288,32.8,raw
291.491,5555329,32.8,raw
291.561,5555367,32.8,raw
291.758,5555400,32.8,raw
291.830,5555429,32.8,raw
292.024,5555450,32.8,raw
292.094,5555464,32.8,raw
292.288,5555471,32.8,raw
292.357,5555471,32.8,raw
292.551,5555470,32.8,raw
292.624,5555468,32.8,raw
292.821,5555466,32.8,raw
292.890,5555465,32.8,raw
293.084,5555464,32.8,raw
293.154,5555458,32.8,raw
293.347,5555447,32.8,raw
293.418,5555433,32.8,raw
293.615,5555416,32.8,raw
293.687,5555398,32.8,raw
293.880,5555379,32.8,raw
293.951,5555360,32.8,raw
294.144,5555342,32.8,raw
294.214,5555326,32.8,raw
294.408,5555313,32.8,raw
294.481,5555304,32.8,raw
294.676,5555297,32.8,raw
294.747,5555291,32.8,raw
294.941,5555286,32.8,raw
295.011,5555281,32.8,raw
295.204,5555275,32.8,raw
295.275,5555269,32.8,raw
295.471,5555262,32.8,raw
295.543,5555255,32.8,raw
295.737,5555248,32.8,raw
295.807,5555241,32.8,raw
296.001,5555237,32.8,raw
296.071,5555237,32.8,raw
296.265,5555239,32.8,raw
296.338,5555245,32.8,raw
296.533,5555256,32.8,raw
296.604,5555272,32.8,raw
296.797,5555291,32.8,raw
296.868,5555313,32.8,raw
297.061,5555336,32.8,raw
297.132,5555360,32.8,raw
297.329,5555386,32.8,raw
297.400,5555416,32.8,raw
297.594,5555446,32.8,raw
297.664,5555476,32.8,raw
297.858,5555504,32.8,raw
297.928,5555529,32.8,raw
298.122,5555550,32.8,raw
298.194,5555568,32.8,raw
298.390,5555583,32.8,raw
298.461,5555596,32.8,raw
298.654,5555606,32.8,raw
298.725,5555617,32.8,raw
298.918,5555628,32.8,raw
298.988,5555639,32.8,raw
299.185,5555648,32.8,raw
299.257,5555659,32.8,raw
299.450,5555668,32.8,raw
299.521,5555678,32.8,raw
299.715,5555689,32.8,raw
299.785,5555700,32.8,raw
299.978,5555711,32.8,raw
300.052,5555722,32.8,raw
300.247,5555732,32.8,raw
300.318,5555738,32.8,raw
300.512,5555742,32.8,raw
300.581,5555743,32.8,raw
300.775,5555742,32.8,raw
300.845,5555742,32.8,raw
301.042,5555741,32.8,raw
301.114,5555740,32.8,raw
301.307,5555738,32.8,raw
301.377,5555735,32.8,raw
301.572,5555729,32.8,raw
301.641,5555720,32.8,raw
301.836,5555714,32.8,raw
301.908,5555709,32.8,raw
302.103,5555707,32.8,raw
302.174,5555708,32.8,raw
302.368,5555713,32.8,raw
302.438,5555721,32.8,raw
302.632,5555732,32.8,raw
302.702,5555744,32.8,raw
302.899,5555757,32.8,raw
302.970,5555768,32.8,raw
303.165,5555777,32.8,raw
303.235,5555785,32.8,raw
303.429,5555794,32.8,raw
303.499,5555799,32.8,raw
303.692,5555805,32.8,raw
303.765,5555810,32.8,raw
303.961,5555814,32.8,raw
304.031,5555817,32.8,raw
304.225,5555819,32.8,raw
304.295,5555819,32.8,raw
304.489,5555819,32.8,raw
304.559,5555819,32.8,raw
304.756,5555821,32.8,raw
304.828,5555824,32.8,raw
305.021,5555827,32.8,raw
305.091,5555827,32.8,raw
305.285,5555825,32.8,raw
305.356,5555821,32.8,raw
305.549,5555816,32.8,raw
305.622,5555811,32.8,raw
305.818,5555808,32.8,raw
305.888,5555808,32.8,raw
306.081,5555807,32.8,raw
306.152,5555806,32.8,raw
306.345,5555804,32.8,raw
306.416,5555801,32.8,raw
306.613,5555796,32.8,raw
306.685,5555790,32.8,raw
306.878,5555780,32.8,raw
306.949,5555767,32.8,raw
307.143,5555752,32.8,raw
307.212,5555737,32.8,raw
307.407,5555723,32.8,raw
307.479,5555710,32.8,raw
307.674,5555697,32.8,raw
307.745,5555686,32.8,raw
307.939,5555675,32.8,raw
308.009,5555663,32.8,raw
308.203,5555652,32.8,raw
308.273,5555641,32.8,raw
308.470,5555632,32.8,raw
308.542,5555625,32.8,raw
308.735,5555619,32.8,raw
308.806,5555614,32.8,raw
308.999,5555610,32.8,raw
309.069,5555608,32.8,raw
309.263,5555610,32.8,raw
309.335,5555618,32.8,raw
309.531,5555631,32.8,raw
309.602,5555647,32.8,raw
309.796,5555663,32.8,raw
309.866,5555677,32.8,raw
310.060,5555689,32.8,raw
310.130,5555696,32.8,raw
310.326,5555702,32.8,raw
310.398,5555706,32.8,raw
310.592,5555709,32.8,raw
310.663,5555712,32.8,raw
310.856,5555715,32.8,raw
310.926,5555716,32.8,raw
311.120,5555719,32.8,raw
311.193,5555722,32.8,raw
311.389,5555727,32.8,raw
311.458,5555731,32.8,raw
311.652,5555734,32.8,raw
311.722,5555737,32.8,raw
311.916,5555741,32.8,raw
311.986,5555747,32.8,raw
312.184,5555754,32.8,raw
312.255,5555763,32.8,raw
312.449,5555773,32.8,raw
312.519,5555784,32.8,raw
312.713,5555793,32.8,raw
312.783,5555798,32.8,raw
312.977,5555801,32.8,raw
313.049,5555801,32.8,raw
313.245,5555800,32.8,raw
313.315,5555796,32.8,raw
313.509,5555786,32.8,raw
313.579,5555771,32.8,raw
313.773,5555753,32.8,raw
313.843,5555734,32.8,raw
314.040,5555716,32.8,raw
314.112,5555701,32.8,raw
314.306,5555690,32.8,raw
314.376,5555686,32.8,raw
314.569,5555684,32.8,raw
314.640,5555684,32.8,raw
314.834,5555684,32.8,raw
314.907,5555684,32.8,raw
315.102,5555684,32.8,raw
315.172,5555685,32.8,raw
315.367,5555686,32.8,raw
315.436,5555687,32.8,raw
315.631,5555687,32.8,raw
315.700,5555687,32.8,raw
315.897,5555685,32.8,raw
315.969,5555682,32.8,raw
316.163,5555676,32.8,raw
316.233,5555668,32.8,raw
316.427,5555657,32.8,raw
316.497,5555645,32.8,raw
316.690,5555631,32.8,raw
316.764,5555617,32.8,raw
316.959,5555602,32.8,raw
317.029,5555589,32.8,raw
317.223,5555577,32.8,raw
317.293,5555572,32.8,raw
317.487,5555572,32.8,raw
317.557,5555575,32.8,raw
317.753,5555581,32.8,raw
317.825,5555587,32.8,raw
318.020,5555593,32.8,raw
318.089,5555599,32.8,raw
318.283,5555604,32.8,raw
318.353,5555606,32.8,raw
318.548,5555606,32.8,raw
318.620,5555598,32.8,raw
318.816,5555586,32.8,raw
318.886,5555572,32.8,raw
319.080,5555557,32.8,raw
319.150,5555543,32.8,raw
319.343,5555532,32.8,raw
319.414,5555522,32.8,raw
319.610,5555514,32.8,raw
319.682,5555509,32.8,raw
319.876,5555506,32.8,raw
319.946,5555504,32.8,raw
320.140,5555504,32.8,raw
320.210,5555504,32.8,raw
320.403,5555505,32.8,raw
320.477,5555508,32.8,raw
320.673,5555511,32.8,raw
320.743,5555511,32.8,raw
320.937,5555511,32.8,raw
321.007,5555511,32.8,raw
321.201,5555512,32.8,raw
321.271,5555514,32.8,raw
321.468,5555517,32.8,raw
321.540,5555517,32.8,raw
321.733,5555514,32.8,raw
321.803,5555510,32.8,raw
321.997,5555505,32.8,raw
322.067,5555502,32.8,raw
322.260,5555500,32.8,raw
322.334,5555499,32.8,raw
322.529,5555498,32.8,raw
322.599,5555497,32.8,raw
322.793,5555497,32.8,raw
322.863,5555499,32.8,raw
323.058,5555504,32.8,raw
323.127,5555514,32.8,raw
323.324,5555526,32.9,raw
323.396,5555538,32.9,raw
323.591,5555548,32.9,raw
323.660,5555557,32.9,raw
323.854,5555564,32.9,raw
323.923,5555569,32.9,raw
324.118,5555575,32.9,raw
324.191,5555581,32.8,raw
324.386,5555585,32.8,raw
324.456,5555587,32.8,raw
324.651,5555589,32.8,raw
324.721,5555590,32.8,raw
324.915,5555592,32.8,raw
324.983,5555597,32.8,raw
325.181,5555605,32.8,raw
325.253,5555615,32.8,raw
325.447,5555626,32.8,raw
325.517,5555635,32.8,raw
325.710,5555643,32.8,raw
325.781,5555651,32.8,raw
325.975,5555658,32.8,raw
326.047,5555663,32.8,raw
326.243,5555667,32.8,raw
326.314,5555670,32.8,raw
326.507,5555670,32.8,raw
326.578,5555666,32.8,raw
326.771,5555659,32.8,raw
326.841,5555650,32.8,raw
327.038,5555639,32.8,raw
327.110,5555630,32.8,raw
327.303,5555623,32.8,raw
327.374,5555616,32.8,raw
327.568,5555608,32.8,raw
327.637,5555601,32.8,raw
327.832,5555595,32.8,raw
327.904,5555590,32.9,raw
328.100,5555585,32.9,raw
328.171,5555580,32.9,raw
328.364,5555575,32.9,raw
328.434,5555567,32.9,raw
328.627,5555558,32.9,raw
328.698,5555551,32.9,raw
328.895,5555546,32.9,raw
328.967,5555540,32.9,raw
329.160,5555534,32.9,raw
329.231,5555529,32.9,raw
329.425,5555523,32.9,raw
329.495,5555514,32.9,raw
329.689,5555503,32.9,raw
329.762,5555493,32.8,raw
329.957,5555484,32.8,raw
330.028,5555477,32.8,raw
330.221,5555470,32.8,raw
330.290,5555465,32.8,raw
330.485,5555461,32.8,raw
330.554,5555457,32.8,raw
330.752,5555454,32.8,raw
330.823,5555454,32.8,raw
331.018,5555455,32.8,raw
331.087,5555457,32.8,raw
331.282,5555460,32.8,raw
331.352,5555461,32.8,raw
331.545,5555461,32.8,raw
331.618,5555462,32.8,raw
331.815,5555465,32.8,raw
331.883,5555466,32.8,raw
332.077,5555466,32.8,raw
332.148,5555465,32.8,raw
332.342,5555463,32.8,raw
332.412,5555462,32.8,raw
332.608,5555463,32.8,raw
332.681,5555469,32.8,raw
332.875,5555478,32.8,raw
332.944,5555486,32.8,raw
333.138,5555493,32.8,raw
333.208,5555500,32.8,raw
333.402,5555504,32.8,raw
333.475,5555508,32.8,raw
333.670,5555513,32.8,raw
333.740,5555518,32.8,raw
333.935,5555521,32.8,raw
334.005,5555524,32.8,raw
334.198,5555524,32.8,raw
334.268,5555521,32.8,raw
334.466,5555516,32.9,raw
334.537,5555508,32.9,raw
334.731,5555496,32.9,raw
334.802,5555483,32.9,raw
334.995,5555469,32.9,raw
335.065,5555456,32.9,raw
335.259,5555444,32.9,raw
335.332,5555435,32.9,raw
335.528,5555429,32.9,raw
335.598,5555424,32.9,raw
335.792,5555419,32.9,raw
335.862,5555412,32.9,raw
336.056,5555405,32.9,raw
336.125,5555399,32.9,raw
336.322,5555395,32.9,raw
336.395,5555392,32.9,raw
336.588,5555391,32.9,raw
336.657,5555389,32.9,raw
336.852,5555384,32.9,raw
336.922,5555374,32.9,raw
337.116,5555363,32.9,raw
337.189,5555350,32.8,raw
337.385,5555340,32.8,raw
337.455,5555332,32.8,raw
337.649,5555327,32.8,raw
337.718,5555322,32.8,raw
337.913,5555316,32.8,raw
337.982,5555310,32.8,raw
338.179,5555305,32.9,raw
338.251,5555298,32.9,raw
338.445,5555294,32.9,raw
338.515,5555292,32.9,raw
338.708,5555291,32.9,raw
338.779,5555292,32.9,raw
338.972,5555294,32.9,raw
339.046,5555298,32.9,raw
339.242,5555303,32.9,raw
339.312,5555309,32.9,raw
339.505,5555314,32.9,raw
339.575,5555316,32.9,raw
339.769,5555316,32.9,raw
339.839,5555315,32.9,raw
340.036,5555315,32.8,raw
340.108,5555312,32.8,raw
340.302,5555310,32.8,raw
340.372,5555306,32.8,raw
340.565,5555301,32.8,raw
340.636,5555296,32.8,raw
340.830,5555291,32.8,raw
340.903,5555287,32.9,raw
341.099,5555284,32.9,raw
341.169,5555283,32.9,raw
341.361,5555283,32.9,raw
341.432,5555285,32.9,raw
341.626,5555285,32.9,raw
341.696,5555286,32.9,raw
341.893,5555287,32.9,raw
341.965,5555289,32.9,raw
342.159,5555290,32.9,raw
342.229,5555290,32.9,raw
342.422,5555290,32.9,raw
342.493,5555291,32.9,raw
342.686,5555293,32.9,raw
342.760,5555295,32.9,raw
342.956,5555297,32.9,raw
343.026,5555300,32.9,raw
343.219,5555302,32.9,raw
343.289,5555303,32.9,raw
343.482,5555305,32.9,raw
343.553,5555306,32.9,raw
343.750,5555308,32.8,raw
343.822,5555311,32.8,raw
344.016,5555314,32.8,raw
344.085,5555318,32.8,raw
344.279,5555320,32.8,raw
344.350,5555325,32.8,raw
344.543,5555329,32.8,raw
344.616,5555334,32.9,raw
344.812,5555339,32.9,raw
344.882,5555345,32.9,raw
345.076,5555350,32.9,raw
345.146,5555355,32.9,raw
345.340,5555361,32.9,raw
345.410,5555367,32.9,raw
345.607,5555374,32.9,raw
345.679,5555381,32.9,raw
345.872,5555387,32.9,raw
345.943,5555390,32.9,raw
346.137,5555391,32.9,raw
346.207,5555390,32.9,raw
346.401,5555389,32.9,raw
346.473,5555391,32.9,raw
346.669,5555396,32.9,raw
346.739,5555403,32.9,raw
346.933,5555410,32.9,raw
347.003,5555418,32.9,raw
347.196,5555425,32.9,raw
347.267,5555432,32.9,raw
347.464,5555440,32.9,raw
347.535,5555449,32.9,raw
347.729,5555459,32.9,raw
347.800,5555470,32.9,raw
347.993,5555481,32.9,raw
348.063,5555492,32.9,raw
348.257,5555504,32.9,raw
348.330,5555515,32.9,raw
348.526,5555526,32.9,raw
348.596,5555536,32.9,raw
348.790,5555545,32.9,raw
348.860,5555553,32.9,raw
349.053,5555559,32.9,raw
349.124,5555564,32.9,raw
349.320,5555569,32.9,raw
349.393,5555574,32.9,raw
349.587,5555577,32.9,raw
349.656,5555579,32.9,raw
349.850,5555580,32.9,raw
349.920,5555580,32.9,raw
350.113,5555581,32.9,raw
350.187,5555583,32.9,raw
350.382,5555588,32.9,raw
350.452,5555594,32.9,raw
350.647,5555602,32.9,raw
350.717,5555608,32.9,raw
350.910,5555611,32.9,raw
350.981,5555612,32.9,raw
351.177,5555613,32.9,raw
351.250,5555614,32.9,raw
351.443,5555616,32.9,raw
351.513,5555619,32.9,raw
351.707,5555621,32.9,raw
351.777,5555622,32.9,raw
351.970,5555623,32.9,raw
352.043,5555624,32.9,raw
352.240,5555624,32.9,raw
352.310,5555624,32.9,raw
352.503,5555624,32.9,raw
352.573,5555624,32.9,raw
352.768,5555624,32.9,raw
352.837,5555624,32.9,raw
353.035,5555624,32.9,raw
353.107,5555624,32.9,raw
353.300,5555623,32.9,raw
353.370,5555619,32.9,raw
353.564,5555613,32.9,raw
353.634,5555605,32.9,raw
353.828,5555594,32.9,raw
353.901,5555583,32.9,raw
354.097,5555573,32.9,raw
354.167,5555564,32.9,raw
354.360,5555556,32.9,raw
354.430,5555548,32.9,raw
354.624,5555541,32.9,raw
354.695,5555534,32.9,raw
354.891,5555532,32.9,raw
354.963,5555532,32.9,raw
355.157,5555534,32.9,raw
355.226,5555536,32.9,raw
355.420,5555536,32.9,raw
355.491,5555536,32.9,raw
355.683,5555534,32.9,raw
355.758,5555530,32.9,raw
355.953,5555525,32.9,raw
356.023,5555518,32.9,raw
356.217,5555509,32.9,raw
356.287,5555499,32.9,raw
356.481,5555487,32.9,raw
356.550,5555475,32.9,raw
356.748,5555464,32.9,raw
356.820,5555455,32.9,raw
357.013,5555448,32.9,raw
357.083,5555443,32.9,raw
357.278,5555437,32.9,raw
357.348,5555429,32.9,raw
357.542,5555421,32.9,raw
357.614,5555415,32.9,raw
357.811,5555413,32.9,raw
357.880,5555413,32.9,raw
358.074,5555413,32.9,raw
358.143,5555415,32.9,raw
358.338,5555417,32.9,raw
358.407,5555419,32.9,raw
358.605,5555421,32.8,raw
358.676,5555425,32.8,raw
358.870,5555428,32.8,raw
358.941,5555433,32.8,raw
359.134,5555434,32.8,raw
359.204,5555433,32.8,raw
359.399,5555431,32.8,raw
359.472,5555429,32.9,raw
359.667,5555425,32.9,raw
359.738,5555420,32.9,raw
359.931,5555414,32.9,raw
360.001,5555412,32.9,raw
360.195,5555412,32.9,raw
360.265,5555416,32.9,raw
360.462,5555422,32.9,raw
360.534,5555429,32.9,raw
360.728,5555435,32.9,raw
360.798,5555440,32.9,raw
360.991,5555443,32.9,raw
361.061,5555443,32.9,raw
361.255,5555439,32.9,raw
361.328,5555433,32.9,raw
361.523,5555426,32.9,raw
361.594,5555421,32.9,raw
361.789,5555417,32.9,raw
361.858,5555414,32.9,raw
362.052,5555410,32.9,raw
362.122,5555407,32.9,raw
362.319,5555406,32.9,raw
362.391,5555408,32.9,raw
362.583,5555412,32.9,raw
362.655,5555417,32.9,raw
362.849,5555423,32.9,raw
362.918,5555425,32.9,raw
363.112,5555425,32.9,raw
363.186,5555425,32.9,raw
363.380,5555424,32.9,raw
363.450,5555423,32.9,raw
363.645,5555423,32.9,raw
363.715,5555423,32.9,raw
363.909,5555425,32.9,raw
363.978,5555430,32.9,raw
364.175,5555438,32.9,raw
364.248,5555443,32.9,raw
364.441,5555448,32.9,raw
364.511,5555453,32.9,raw
364.705,5555456,32.9,raw
364.775,5555460,32.9,raw
364.968,5555467,32.9,raw
365.042,5555475,32.9,raw
365.238,5555486,32.9,raw
365.308,5555498,32.9,raw
365.501,5555513,32.9,raw
365.571,5555528,32.9,raw
365.765,5555543,32.9,raw
365.836,5555558,32.9,raw
366.032,5555574,32.9,raw
366.104,5555590,32.9,raw
366.298,5555606,32.9,raw
366.368,5555620,32.9,raw
366.562,5555634,32.9,raw
366.632,5555644,32.9,raw
366.825,5555652,32.9,raw
366.899,5555658,32.9,raw
367.095,5555664,32.9,raw
367.165,5555671,32.9,raw
367.359,5555678,32.9,raw
367.428,5555685,32.9,raw
367.622,5555691,32.9,raw
367.692,5555696,32.9,raw
367.889,5555699,32.9,raw
367.961,5555702,32.9,raw
368.154,5555704,32.9,raw
368.225,5555704,32.9,raw
368.418,5555703,32.9,raw
368.489,5555701,32.9,raw
368.682,5555697,32.9,raw
368.756,5555691,32.9,raw
368.951,5555684,32.9,raw
369.021,5555677,32.9,raw
369.215,5555669,32.9,raw
369.285,5555661,32.9,raw
369.479,5555652,32.9,raw
369.549,5555643,32.9,raw
369.746,5555633,32.9,raw
369.818,5555625,32.9,raw
370.012,5555618,32.9,raw
370.082,5555612,32.9,raw
370.275,5555610,32.9,raw
370.346,5555610,32.9,raw
