elapsed_s,value,temp,kind
123.312,5554293,32.5,raw
123.383,5554295,32.5,raw
123.577,5554298,32.5,raw
123.650,5554302,32.5,raw
123.845,5554305,32.5,raw
123.915,5554307,32.5,raw
124.109,5554309,32.5,raw
124.179,5554312,32.5,raw
124.373,5554317,32.5,raw
124.443,5554324,32.5,raw
124.640,5554333,32.5,raw
124.711,5554343,32.5,raw
124.905,5554354,32.5,raw
124.975,5554366,32.5,raw
125.170,5554376,32.5,raw
125.240,5554383,32.5,raw
125.433,5554390,32.5,raw
125.506,5554397,32.5,raw
125.702,5554404,32.5,raw
125.772,5554411,32.5,raw
125.966,5554418,32.5,raw
126.036,5554424,32.5,raw
126.230,5554430,32.5,raw
126.300,5554435,32.5,raw
126.497,5554438,32.5,raw
126.568,5554438,32.5,raw
126.763,5554438,32.5,raw
126.832,5554437,32.5,raw
127.026,5554436,32.5,raw
127.096,5554433,32.5,raw
127.290,5554429,32.5,raw
127.363,5554423,32.5,raw
127.559,5554416,32.5,raw
127.629,5554408,32.5,raw
127.822,5554399,32.5,raw
127.892,5554391,32.5,raw
128.087,5554382,32.5,raw
128.157,5554373,32.5,raw
128.354,5554363,32.5,raw
128.426,5554353,32.5,raw
128.620,5554342,32.5,raw
128.689,5554331,32.5,raw
128.883,5554320,32.5,raw
128.953,5554309,32.5,raw
129.147,5554298,32.5,raw
129.221,5554286,32.5,raw
129.416,5554276,32.5,raw
129.486,5554268,32.5,raw
129.680,5554261,32.5,raw
129.749,5554254,32.5,raw
129.943,5554246,32.5,raw
130.014,5554238,32.5,raw
130.211,5554229,32.5,raw
130.282,5554220,32.5,raw
130.477,5554210,32.5,raw
130.546,5554200,32.5,raw
130.740,5554192,32.5,raw
130.810,5554185,32.5,raw
131.003,5554176,32.5,raw
131.077,5554164,32.5,raw
131.273,5554151,32.5,raw
131.343,5554137,32.5,raw
131.537,5554126,32.5,raw
131.607,5554117,32.5,raw
131.801,5554110,32.5,raw
131.871,5554104,32.5,raw
132.067,5554099,32.5,raw
132.139,5554095,32.5,raw
132.333,5554091,32.5,raw
132.403,5554086,32.5,raw
132.597,5554076,32.5,raw
132.667,5554062,32.5,raw
132.861,5554045,32.5,raw
132.934,5554025,32.5,raw
133.129,5554002,32.5,raw
133.199,5553981,32.5,raw
133.393,5553963,32.5,raw
133.463,5553944,32.5,raw
133.657,5553923,32.5,raw
133.727,5553902,32.5,raw
133.923,5553879,32.5,raw
133.996,5553854,32.5,raw
134.190,5553829,32.5,raw
134.260,5553804,32.5,raw
134.453,5553780,32.5,raw
134.524,5553755,32.5,raw
134.718,5553728,32.5,raw
134.791,5553698,32.5,raw
134.987,5553667,32.5,raw
135.056,5553632,32.5,raw
135.250,5553596,32.5,raw
135.320,5553537,32.5,raw
135.514,5553461,32.5,raw
135.584,5553371,32.5,raw
135.781,5553280,32.5,raw
135.853,5553188,32.5,raw
136.046,5553102,32.5,raw
136.117,5553025,32.5,raw
136.310,5552956,32.5,raw
136.380,5552892,32.5,raw
136.574,5552833,32.5,raw
136.648,5552778,32.5,raw
136.842,5552729,32.5,raw
136.913,5552685,32.5,raw
137.107,5552644,32.5,raw
137.177,5552605,32.5,raw
137.370,5552570,32.5,raw
137.441,5552544,32.5,raw
137.638,5552525,32.5,raw
137.710,5552514,32.5,raw
137.903,5552509,32.5,raw
137.974,5552508,32.5,raw
138.168,5552510,32.5,raw
138.237,5552513,32.5,raw
138.431,5552522,32.5,raw
138.503,5552535,32.6,raw
138.701,5552549,32.6,raw
138.770,5552565,32.6,raw
138.963,5552584,32.6,raw
139.034,5552604,32.6,raw
139.228,5552627,32.6,raw
139.298,5552655,32.6,raw
139.495,5552688,32.5,raw
139.566,5552748,32.5,raw
139.760,5552828,32.5,raw
139.831,5552922,32.5,raw
140.025,5553016,32.5,raw
140.094,5553109,32.5,raw
140.288,5553195,32.5,raw
140.361,5553272,32.5,raw
140.557,5553340,32.5,raw
140.627,5553402,32.5,raw
140.821,5553460,32.5,raw
140.891,5553514,32.5,raw
141.085,5553566,32.5,raw
141.154,5553617,32.5,raw
141.351,5553667,32.5,raw
141.423,5553716,32.5,raw
141.617,5553763,32.5,raw
141.687,5553800,32.5,raw
141.881,5553829,32.5,raw
141.951,5553853,32.5,raw
142.145,5553873,32.5,raw
142.218,5553887,32.5,raw
142.414,5553898,32.5,raw
142.484,5553908,32.5,raw
142.678,5553913,32.5,raw
142.748,5553915,32.5,raw
142.941,5553915,32.5,raw
143.012,5553915,32.5,raw
143.209,5553915,32.5,raw
143.280,5553915,32.5,raw
143.474,5553915,32.5,raw
143.544,5553915,32.5,raw
143.738,5553914,32.5,raw
143.808,5553914,32.5,raw
144.002,5553914,32.5,raw
144.075,5553915,32.5,raw
144.271,5553916,32.5,raw
144.341,5553917,32.5,raw
144.534,5553918,32.5,raw
144.604,5553920,32.5,raw
144.798,5553919,32.5,raw
144.869,5553917,32.5,raw
145.065,5553914,32.5,raw
145.137,5553911,32.5,raw
145.331,5553907,32.5,raw
145.401,5553902,32.5,raw
145.595,5553895,32.5,raw
145.665,5553887,32.5,raw
145.859,5553876,32.5,raw
145.932,5553864,32.5,raw
146.128,5553852,32.5,raw
146.197,5553840,32.5,raw
146.391,5553830,32.5,raw
146.462,5553824,32.5,raw
146.655,5553819,32.5,raw
146.725,5553815,32.5,raw
146.922,5553812,32.6,raw
146.994,5553810,32.6,raw
147.188,5553809,32.6,raw
147.258,5553810,32.6,raw
147.451,5553813,32.6,raw
147.522,5553817,32.6,raw
147.715,5553822,32.6,raw
147.788,5553828,32.5,raw
147.983,5553832,32.5,raw
148.054,5553832,32.5,raw
148.248,5553830,32.5,raw
148.319,5553827,32.5,raw
148.512,5553824,32.5,raw
148.582,5553820,32.5,raw
148.779,5553816,32.6,raw
148.851,5553812,32.6,raw
149.045,5553812,32.6,raw
149.115,5553813,32.6,raw
149.309,5553815,32.6,raw
149.378,5553820,32.6,raw
149.572,5553826,32.6,raw
149.645,5553832,32.6,raw
149.841,5553841,32.6,raw
149.912,5553851,32.6,raw
150.105,5553863,32.6,raw
150.175,5553876,32.6,raw
150.369,5553890,32.6,raw
150.439,5553902,32.6,raw
150.636,5553913,32.6,raw
150.708,5553923,32.6,raw
150.902,5553932,32.6,raw
150.972,5553940,32.6,raw
151.165,5553947,32.6,raw
151.236,5553954,32.6,raw
151.429,5553960,32.6,raw
151.502,5553964,32.5,raw
151.699,5553968,32.5,raw
151.768,5553970,32.5,raw
151.961,5553972,32.5,raw
152.032,5553974,32.5,raw
152.226,5553979,32.5,raw
152.296,5553987,32.5,raw
152.493,5553997,32.5,raw
152.565,5554008,32.5,raw
152.759,5554020,32.5,raw
152.828,5554032,32.5,raw
153.022,5554045,32.5,raw
153.092,5554058,32.5,raw
153.286,5554071,32.5,raw
153.359,5554084,32.5,raw
153.555,5554098,32.5,raw
153.625,5554111,32.5,raw
153.819,5554124,32.5,raw
153.889,5554138,32.5,raw
154.082,5554153,32.5,raw
154.153,5554167,32.5,raw
154.349,5554181,32.5,raw
154.422,5554196,32.5,raw
154.616,5554208,32.5,raw
154.685,5554221,32.5,raw
154.880,5554232,32.5,raw
154.949,5554242,32.5,raw
155.143,5554251,32.5,raw
155.216,5554261,32.5,raw
155.412,5554271,32.5,raw
155.482,5554281,32.5,raw
155.676,5554291,32.5,raw
155.746,5554300,32.5,raw
155.940,5554307,32.5,raw
156.010,5554312,32.5,raw
156.206,5554316,32.6,raw
156.278,5554318,32.6,raw
156.472,5554319,32.6,raw
156.543,5554321,32.6,raw
156.736,5554324,32.6,raw
156.806,5554327,32.6,raw
157.000,5554330,32.6,raw
157.073,5554334,32.6,raw
157.269,5554338,32.6,raw
157.339,5554343,32.6,raw
157.532,5554349,32.6,raw
157.603,5554354,32.6,raw
157.797,5554359,32.6,raw
157.866,5554364,32.6,raw
158.063,5554368,32.6,raw
158.135,5554369,32.6,raw
158.329,5554367,32.6,raw
158.399,5554364,32.6,raw
158.593,5554361,32.6,raw
158.663,5554358,32.6,raw
158.857,5554356,32.6,raw
158.930,5554355,32.6,raw
159.126,5554355,32.6,raw
159.195,5554355,32.6,raw
159.389,5554355,32.6,raw
159.460,5554355,32.6,raw
159.653,5554355,32.6,raw
159.723,5554354,32.6,raw
159.920,5554353,32.6,raw
159.992,5554351,32.6,raw
160.187,5554351,32.6,raw
160.256,5554351,32.6,raw
160.449,5554353,32.6,raw
160.519,5554354,32.6,raw
160.713,5554356,32.6,raw
160.786,5554357,32.6,raw
160.982,5554357,32.6,raw
161.053,5554357,32.6,raw
161.247,5554356,32.6,raw
161.316,5554355,32.6,raw
161.510,5554353,32.6,raw
161.580,5554351,32.6,raw
161.777,5554348,32.6,raw
161.849,5554345,32.6,raw
162.043,5554343,32.6,raw
162.113,5554341,32.6,raw
162.307,5554341,32.6,raw
162.377,5554345,32.6,raw
162.570,5554354,32.6,raw
162.643,5554365,32.6,raw
162.839,5554378,32.6,raw
162.910,5554389,32.6,raw
163.103,5554399,32.6,raw
163.174,5554408,32.6,raw
163.367,5554413,32.6,raw
163.437,5554413,32.6,raw
163.634,5554412,32.6,raw
163.706,5554409,32.6,raw
163.900,5554404,32.6,raw
163.969,5554397,32.6,raw
164.164,5554390,32.6,raw
164.234,5554384,32.6,raw
164.427,5554380,32.6,raw
164.501,5554377,32.6,raw
164.696,5554375,32.6,raw
164.766,5554375,32.6,raw
164.960,5554375,32.6,raw
165.030,5554376,32.6,raw
165.224,5554378,32.6,raw
165.294,5554379,32.6,raw
165.491,5554380,32.6,raw
165.563,5554380,32.6,raw
165.757,5554380,32.6,raw
165.826,5554381,32.6,raw
166.020,5554382,32.6,raw
166.090,5554383,32.6,raw
166.285,5554385,32.6,raw
166.357,5554385,32.6,raw
166.553,5554383,32.6,raw
166.623,5554380,32.6,raw
166.817,5554377,32.6,raw
166.887,5554373,32.6,raw
167.081,5554369,32.6,raw
167.151,5554365,32.6,raw
167.348,5554362,32.6,raw
167.419,5554362,32.6,raw
167.613,5554363,32.6,raw
167.683,5554368,32.6,raw
167.877,5554376,32.6,raw
167.947,5554387,32.6,raw
168.141,5554399,32.6,raw
168.214,5554411,32.6,raw
168.410,5554423,32.6,raw
168.480,5554433,32.6,raw
168.674,5554441,32.6,raw
168.743,5554447,32.6,raw
168.937,5554453,32.6,raw
169.008,5554459,32.6,raw
169.204,5554466,32.6,raw
169.277,5554473,32.6,raw
169.470,5554483,32.6,raw
169.540,5554496,32.6,raw
169.734,5554512,32.6,raw
169.803,5554530,32.6,raw
169.998,5554549,32.6,raw
170.071,5554566,32.6,raw
170.267,5554581,32.6,raw
170.337,5554593,32.6,raw
170.530,5554603,32.6,raw
170.601,5554613,32.6,raw
170.794,5554623,32.6,raw
170.865,5554631,32.6,raw
171.061,5554637,32.6,raw
171.133,5554645,32.6,raw
171.327,5554654,32.6,raw
171.397,5554665,32.6,raw
171.591,5554677,32.6,raw
171.661,5554687,32.6,raw
171.855,5554698,32.6,raw
171.928,5554709,32.6,raw
172.123,5554716,32.6,raw
172.194,5554719,32.6,raw
172.387,5554721,32.6,raw
172.457,5554721,32.6,raw
172.652,5554723,32.6,raw
172.722,5554726,32.6,raw
172.918,5554730,32.6,raw
172.990,5554735,32.6,raw
173.184,5554740,32.6,raw
173.254,5554744,32.6,raw
173.448,5554748,32.6,raw
173.517,5554750,32.6,raw
173.712,5554750,32.6,raw
173.785,5554748,32.6,raw
173.981,5554744,32.6,raw
174.051,5554739,32.6,raw
174.245,5554735,32.6,raw
174.315,5554731,32.6,raw
174.508,5554730,32.6,raw
174.578,5554731,32.6,raw
174.775,5554731,32.6,raw
174.847,5554731,32.6,raw
175.041,5554730,32.6,raw
175.111,5554728,32.6,raw
175.305,5554726,32.6,raw
175.375,5554721,32.6,raw
175.569,5554714,32.6,raw
175.642,5554708,32.6,raw
175.838,5554703,32.6,raw
175.908,5554698,32.6,raw
176.101,5554695,32.6,raw
176.171,5554692,32.6,raw
176.365,5554692,32.6,raw
176.435,5554694,32.6,raw
176.632,5554698,32.6,raw
176.704,5554703,32.6,raw
176.898,5554708,32.6,raw
176.968,5554714,32.6,raw
177.162,5554720,32.6,raw
177.232,5554725,32.6,raw
177.426,5554730,32.6,raw
177.498,5554736,32.6,raw
177.694,5554743,32.6,raw
177.765,5554752,32.6,raw
177.958,5554761,32.6,raw
178.028,5554768,32.6,raw
178.222,5554773,32.6,raw
178.292,5554777,32.6,raw
178.488,5554778,32.6,raw
178.560,5554778,32.6,raw
178.755,5554777,32.6,raw
178.824,5554775,32.6,raw
179.018,5554775,32.6,raw
179.088,5554777,32.6,raw
179.282,5554782,32.6,raw
179.355,5554791,32.6,raw
179.551,5554802,32.6,raw
179.621,5554815,32.6,raw
179.814,5554830,32.6,raw
179.885,5554841,32.6,raw
180.079,5554850,32.6,raw
180.148,5554858,32.6,raw
180.345,5554864,32.6,raw
180.418,5554869,32.6,raw
180.612,5554874,32.6,raw
180.681,5554880,32.6,raw
180.875,5554886,32.6,raw
180.945,5554897,32.6,raw
181.139,5554911,32.6,raw
181.213,5554926,32.6,raw
181.408,5554941,32.6,raw
181.478,5554956,32.6,raw
181.671,5554970,32.6,raw
181.742,5554981,32.6,raw
181.935,5554988,32.6,raw
182.005,5554992,32.6,raw
182.202,5554995,32.6,raw
182.274,5554998,32.6,raw
182.468,5555002,32.6,raw
182.539,5555007,32.6,raw
182.732,5555014,32.6,raw
182.802,5555022,32.6,raw
182.996,5555032,32.6,raw
183.069,5555043,32.6,raw
183.265,5555055,32.6,raw
183.335,5555068,32.6,raw
183.528,5555080,32.6,raw
183.599,5555091,32.6,raw
183.793,5555103,32.6,raw
183.863,5555114,32.6,raw
184.060,5555125,32.6,raw
184.131,5555136,32.6,raw
184.325,5555148,32.6,raw
184.395,5555161,32.6,raw
184.589,5555173,32.6,raw
184.659,5555185,32.6,raw
184.853,5555197,32.6,raw
184.926,5555210,32.6,raw
185.122,5555221,32.6,raw
185.192,5555228,32.6,raw
185.385,5555229,32.6,raw
185.455,5555225,32.6,raw
185.649,5555217,32.6,raw
185.719,5555208,32.6,raw
185.917,5555200,32.6,raw
185.988,5555194,32.6,raw
186.182,5555191,32.6,raw
186.252,5555191,32.6,raw
186.446,5555192,32.6,raw
186.516,5555195,32.6,raw
186.710,5555202,32.6,raw
186.784,5555211,32.6,raw
186.979,5555221,32.6,raw
187.048,5555231,32.6,raw
187.243,5555240,32.6,raw
187.312,5555246,32.6,raw
187.506,5555249,32.6,raw
187.576,5555249,32.6,raw
187.773,5555248,32.6,raw
187.845,5555244,32.6,raw
188.039,5555238,32.6,raw
188.109,5555231,32.6,raw
188.302,5555223,32.6,raw
188.372,5555213,32.6,raw
188.566,5555201,32.6,raw
188.640,5555188,32.6,raw
188.835,5555176,32.6,raw
188.906,5555164,32.6,raw
189.099,5555153,32.6,raw
189.170,5555142,32.6,raw
189.363,5555132,32.6,raw
189.433,5555123,32.6,raw
189.630,5555116,32.6,raw
189.702,5555112,32.6,raw
189.895,5555109,32.6,raw
189.966,5555107,32.6,raw
190.160,5555104,32.6,raw
190.229,5555100,32.6,raw
190.424,5555096,32.6,raw
190.496,5555092,32.6,raw
190.692,5555086,32.6,raw
190.762,5555080,32.6,raw
190.956,5555072,32.6,raw
191.026,5555064,32.6,raw
191.220,5555056,32.6,raw
191.290,5555049,32.6,raw
191.487,5555044,32.6,raw
191.558,5555042,32.6,raw
191.753,5555043,32.6,raw
191.823,5555046,32.6,raw
192.017,5555050,32.6,raw
192.086,5555055,32.6,raw
192.280,5555061,32.6,raw
192.353,5555068,32.6,raw
192.549,5555074,32.6,raw
192.619,5555081,32.6,raw
192.813,5555089,32.6,raw
192.883,5555097,32.6,raw
193.077,5555105,32.6,raw
193.147,5555113,32.6,raw
193.344,5555119,32.6,raw
193.416,5555124,32.6,raw
193.610,5555127,32.6,raw
193.679,5555130,32.6,raw
193.873,5555132,32.6,raw
193.943,5555134,32.6,raw
194.138,5555136,32.6,raw
194.210,5555138,32.6,raw
194.406,5555140,32.6,raw
194.476,5555142,32.6,raw
194.669,5555144,32.6,raw
194.740,5555146,32.6,raw
194.934,5555149,32.6,raw
195.004,5555151,32.6,raw
195.201,5555151,32.6,raw
195.273,5555151,32.6,raw
195.466,5555151,32.6,raw
195.536,5555151,32.6,raw
195.730,5555150,32.6,raw
195.800,5555149,32.6,raw
195.993,5555146,32.6,raw
196.067,5555144,32.6,raw
196.263,5555140,32.6,raw
196.333,5555135,32.6,raw
196.527,5555128,32.6,raw
196.597,5555120,32.6,raw
196.791,5555113,32.6,raw
196.860,5555106,32.6,raw
197.058,5555100,32.6,raw
197.130,5555095,32.6,raw
197.323,5555091,32.6,raw
197.394,5555086,32.6,raw
197.587,5555082,32.6,raw
197.657,5555077,32.6,raw
197.851,5555072,32.6,raw
197.923,5555067,32.6,raw
198.120,5555062,32.6,raw
198.189,5555058,32.6,raw
198.384,5555054,32.6,raw
198.454,5555051,32.6,raw
198.648,5555049,32.6,raw
198.718,5555049,32.6,raw
198.914,5555048,32.6,raw
198.987,5555047,32.6,raw
199.180,5555045,32.6,raw
199.250,5555043,32.6,raw
199.444,5555041,32.6,raw
199.514,5555038,32.6,raw
199.708,5555034,32.6,raw
199.781,5555031,32.6,raw
199.976,5555027,32.6,raw
200.047,5555022,32.6,raw
200.241,5555016,32.6,raw
200.310,5555010,32.6,raw
200.504,5555005,32.6,raw
200.575,5555002,32.6,raw
200.772,5555000,32.6,raw
200.843,5554999,32.6,raw
201.037,5554999,32.6,raw
201.107,5554999,32.6,raw
201.301,5554999,32.6,raw
201.371,5554998,32.6,raw
201.565,5554997,32.6,raw
201.638,5554997,32.6,raw
201.834,5554997,32.6,raw
201.904,5554997,32.6,raw
202.097,5554998,32.6,raw
202.168,5555000,32.6,raw
202.362,5555002,32.6,raw
202.431,5555006,32.6,raw
202.628,5555011,32.6,raw
202.700,5555018,32.6,raw
202.894,5555024,32.6,raw
202.964,5555028,32.6,raw
203.158,5555031,32.6,raw
203.228,5555034,32.6,raw
203.422,5555036,32.6,raw
203.494,5555036,32.6,raw
203.691,5555037,32.6,raw
203.760,5555038,32.6,raw
203.955,5555038,32.6,raw
204.023,5555037,32.6,raw
204.218,5555036,32.6,raw
204.288,5555034,32.6,raw
204.485,5555032,32.6,raw
204.557,5555027,32.6,raw
204.751,5555021,32.6,raw
204.821,5555014,32.6,raw
205.015,5555007,32.6,raw
205.085,5555001,32.6,raw
205.278,5554997,32.6,raw
205.352,5554996,32.7,raw
205.547,5554996,32.7,raw
205.617,5554997,32.7,raw
205.811,5554997,32.7,raw
205.881,5554996,32.7,raw
206.075,5554994,32.7,raw
206.145,5554992,32.7,raw
206.342,5554988,32.7,raw
206.414,5554983,32.7,raw
206.608,5554976,32.7,raw
206.677,5554968,32.7,raw
206.871,5554958,32.7,raw
206.941,5554947,32.7,raw
207.135,5554935,32.7,raw
207.208,5554924,32.6,raw
207.405,5554916,32.6,raw
207.474,5554910,32.6,raw
207.668,5554906,32.6,raw
207.738,5554904,32.6,raw
207.932,5554902,32.6,raw
208.001,5554898,32.6,raw
208.199,5554893,32.6,raw
208.271,5554887,32.6,raw
208.465,5554883,32.6,raw
208.534,5554880,32.6,raw
208.729,5554878,32.6,raw
208.798,5554879,32.6,raw
208.993,5554883,32.6,raw
209.065,5554887,32.6,raw
209.261,5554890,32.6,raw
209.330,5554891,32.6,raw
209.525,5554889,32.6,raw
209.595,5554885,32.6,raw
209.789,5554877,32.6,raw
209.859,5554868,32.6,raw
210.055,5554859,32.7,raw
210.127,5554851,32.7,raw
210.322,5554844,32.7,raw
210.392,5554840,32.7,raw
210.585,5554839,32.7,raw
210.656,5554840,32.7,raw
210.849,5554843,32.7,raw
210.922,5554847,32.6,raw
211.118,5554852,32.6,raw
211.188,5554856,32.6,raw
211.382,5554860,32.6,raw
211.451,5554863,32.6,raw
211.645,5554865,32.6,raw
211.715,5554867,32.6,raw
211.913,5554868,32.7,raw
211.985,5554869,32.7,raw
212.179,5554870,32.7,raw
212.248,5554873,32.7,raw
212.442,5554877,32.7,raw
212.511,5554883,32.7,raw
212.706,5554889,32.7,raw
212.779,5554894,32.7,raw
212.975,5554898,32.7,raw
213.045,5554901,32.7,raw
213.239,5554904,32.7,raw
213.308,5554908,32.7,raw
213.503,5554913,32.7,raw
213.572,5554919,32.7,raw
213.769,5554924,32.7,raw
213.841,5554927,32.7,raw
214.034,5554931,32.7,raw
214.105,5554936,32.7,raw
214.298,5554944,32.7,raw
214.369,5554954,32.7,raw
214.563,5554965,32.7,raw
214.636,5554975,32.7,raw
214.832,5554983,32.7,raw
214.901,5554987,32.7,raw
215.095,5554992,32.7,raw
215.166,5554995,32.7,raw
215.359,5554997,32.7,raw
215.429,5555001,32.7,raw
215.626,5555005,32.7,raw
215.698,5555008,32.7,raw
215.891,5555012,32.7,raw
215.962,5555017,32.7,raw
216.155,5555023,32.7,raw
216.226,5555031,32.7,raw
216.419,5555041,32.7,raw
216.493,5555052,32.7,raw
216.689,5555063,32.7,raw
216.758,5555074,32.7,raw
216.953,5555085,32.7,raw
217.022,5555096,32.7,raw
217.216,5555107,32.7,raw
217.286,5555118,32.7,raw
217.483,5555129,32.6,raw
217.556,5555139,32.6,raw
217.749,5555149,32.6,raw
217.819,5555160,32.6,raw
218.013,5555172,32.6,raw
218.083,5555185,32.6,raw
218.277,5555198,32.6,raw
218.349,5555208,32.6,raw
218.545,5555216,32.6,raw
218.616,5555222,32.6,raw
218.809,5555226,32.6,raw
218.879,5555228,32.6,raw
219.073,5555231,32.6,raw
219.143,5555235,32.6,raw
219.340,5555238,32.6,raw
219.412,5555243,32.6,raw
219.605,5555249,32.6,raw
219.676,5555256,32.6,raw
219.870,5555268,32.6,raw
219.940,5555283,32.6,raw
220.133,5555297,32.6,raw
220.206,5555307,32.6,raw
220.402,5555315,32.6,raw
220.472,5555319,32.6,raw
220.666,5555321,32.6,raw
220.735,5555324,32.6,raw
220.930,5555327,32.6,raw
221.000,5555332,32.6,raw
221.197,5555339,32.7,raw
221.269,5555345,32.7,raw
221.463,5555350,32.7,raw
221.533,5555355,32.7,raw
221.726,5555359,32.7,raw
221.796,5555364,32.7,raw
221.990,5555370,32.7,raw
222.063,5555376,32.7,raw
222.259,5555382,32.7,raw
222.329,5555388,32.7,raw
222.523,5555395,32.7,raw
222.593,5555402,32.7,raw
222.786,5555410,32.7,raw
222.857,5555418,32.7,raw
223.054,5555425,32.7,raw
223.125,5555431,32.7,raw
223.319,5555435,32.7,raw
223.389,5555439,32.7,raw
223.583,5555443,32.7,raw
223.653,5555445,32.7,raw
223.847,5555447,32.7,raw
223.921,5555447,32.7,raw
224.115,5555443,32.7,raw
224.186,5555436,32.7,raw
224.380,5555429,32.7,raw
224.450,5555425,32.7,raw
224.644,5555422,32.7,raw
224.713,5555420,32.7,raw
224.911,5555419,32.7,raw
224.982,5555416,32.7,raw
225.177,5555411,32.7,raw
225.246,5555403,32.7,raw
225.440,5555392,32.7,raw
225.510,5555381,32.7,raw
225.704,5555370,32.7,raw
225.777,5555358,32.7,raw
225.973,5555347,32.7,raw
226.043,5555335,32.7,raw
226.236,5555321,32.7,raw
226.306,5555307,32.7,raw
226.501,5555295,32.7,raw
226.570,5555284,32.7,raw
226.767,5555275,32.7,raw
226.839,5555267,32.7,raw
227.033,5555260,32.7,raw
227.108,5555255,32.7,raw
227.297,5555252,32.7,raw
227.367,5555251,32.7,raw
227.561,5555251,32.7,raw
227.634,5555252,32.7,raw
227.829,5555254,32.7,raw
227.900,5555256,32.7,raw
228.094,5555258,32.7,raw
228.163,5555260,32.7,raw
228.358,5555262,32.7,raw
228.427,5555264,32.7,raw
228.623,5555265,32.7,raw
228.696,5555265,32.7,raw
228.890,5555265,32.7,raw
228.960,5555264,32.7,raw
229.154,5555263,32.7,raw
229.223,5555261,32.7,raw
229.418,5555259,32.7,raw
229.491,5555259,32.7,raw
229.686,5555260,32.7,raw
229.757,5555264,32.7,raw
229.951,5555268,32.7,raw
230.020,5555274,32.7,raw
230.214,5555280,32.7,raw
230.284,5555286,32.7,raw
230.481,5555292,32.7,raw
230.553,5555300,32.7,raw
230.747,5555307,32.7,raw
230.817,5555313,32.7,raw
231.011,5555318,32.7,raw
231.080,5555322,32.7,raw
231.275,5555325,32.7,raw
231.347,5555327,32.7,raw
231.543,5555327,32.7,raw
231.614,5555328,32.7,raw
231.808,5555328,32.7,raw
231.878,5555326,32.7,raw
232.071,5555325,32.7,raw
232.141,5555324,32.7,raw
232.338,5555324,32.7,raw
232.410,5555324,32.7,raw
232.604,5555325,32.7,raw
232.674,5555328,32.7,raw
232.867,5555332,32.7,raw
232.938,5555338,32.7,raw
233.131,5555345,32.7,raw
233.207,5555352,32.7,raw
233.400,5555358,32.7,raw
233.470,5555365,32.7,raw
233.664,5555371,32.7,raw
233.734,5555375,32.7,raw
233.928,5555377,32.7,raw
233.998,5555378,32.7,raw
234.195,5555378,32.7,raw
234.267,5555378,32.7,raw
234.461,5555378,32.7,raw
234.531,5555381,32.7,raw
234.725,5555386,32.7,raw
234.795,5555391,32.7,raw
234.988,5555396,32.7,raw
235.062,5555400,32.8,raw
235.257,5555402,32.8,raw
235.329,5555404,32.8,raw
235.521,5555406,32.8,raw
235.591,5555409,32.8,raw
235.785,5555413,32.8,raw
235.855,5555420,32.8,raw
236.052,5555430,32.8,raw
236.124,5555445,32.8,raw
236.317,5555457,32.8,raw
236.388,5555467,32.8,raw
236.582,5555476,32.8,raw
236.651,5555484,32.8,raw
236.845,5555489,32.8,raw
236.918,5555493,32.8,raw
237.114,5555494,32.8,raw
237.183,5555494,32.8,raw
237.378,5555493,32.8,raw
237.448,5555491,32.8,raw
237.642,5555489,32.8,raw
237.712,5555489,32.8,raw
237.909,5555493,32.8,raw
237.980,5555500,32.8,raw
238.175,5555508,32.8,raw
238.245,5555518,32.8,raw
238.439,5555530,32.8,raw
238.508,5555541,32.8,raw
238.702,5555551,32.8,raw
238.775,5555559,32.8,raw
238.971,5555563,32.8,raw
239.041,5555565,32.8,raw
239.236,5555565,32.8,raw
239.305,5555564,32.8,raw
239.499,5555563,32.8,raw
239.569,5555562,32.8,raw
239.765,5555561,32.8,raw
239.837,5555560,32.8,raw
240.031,5555558,32.8,raw
240.101,5555552,32.8,raw
240.295,5555543,32.8,raw
240.365,5555532,32.8,raw
240.559,5555525,32.8,raw
240.632,5555520,32.8,raw
240.828,5555518,32.8,raw
240.897,5555517,32.8,raw
241.092,5555516,32.8,raw
241.162,5555516,32.8,raw
241.356,5555513,32.8,raw
241.425,5555509,32.8,raw
241.622,5555505,32.8,raw
241.694,5555502,32.8,raw
241.888,5555500,32.8,raw
241.958,5555497,32.8,raw
242.152,5555493,32.8,raw
242.221,5555489,32.8,raw
242.416,5555484,32.8,raw
242.489,5555479,32.8,raw
242.684,5555471,32.8,raw
242.754,5555463,32.8,raw
242.948,5555455,32.8,raw
243.018,5555448,32.8,raw
243.212,5555442,32.8,raw
243.282,5555439,32.8,raw
243.479,5555438,32.8,raw
243.551,5555438,32.8,raw
243.745,5555440,32.8,raw
243.815,5555444,32.8,raw
244.009,5555449,32.8,raw
244.079,5555456,32.8,raw
244.273,5555464,32.8,raw
244.345,5555470,32.8,raw
244.542,5555475,32.8,raw
244.612,5555480,32.8,raw
244.805,5555481,32.8,raw
244.875,5555481,32.8,raw
245.070,5555478,32.8,raw
245.139,5555475,32.8,raw
245.336,5555470,32.8,raw
245.408,5555466,32.8,raw
245.602,5555466,32.8,raw
245.672,5555468,32.8,raw
245.866,5555471,32.8,raw
245.936,5555474,32.8,raw
246.130,5555476,32.8,raw
246.203,5555477,32.8,raw
246.398,5555477,32.8,raw
246.468,5555478,32.8,raw
246.663,5555480,32.8,raw
246.732,5555483,32.8,raw
